Time;Day;Hour;Rownum;L1547777_x;L1022212_x;L1100545_x;L1132034_x;L1132035_x;L1143298_x;L1384705_x;L264453_x;L264454_x;L100353;L100354;L1022209;L1022212;L1089541;L1100545;L1132034;L1132035;L1132037;L1132038;L1143298;L1322753;L1384705;L1391361;L1456129;L1547777;L1598466;L1618689;L1618690;L264453;L264454;L280833;L311809;L313089;L313090;L313857;L314626;L317441;L420353;L442882;L529922;L67074;L74497;L74498;L74499;L75267;L75522;L82947;L82948;L88321;L88322;L92673
1493931600;5;21;70;32;20;20;20;20;12;12;20;20;28,7;14,49;1,19;0,05;0,33;27,14;8,3;1,92;10,88;7,07;3,04;19,58;12,08;28,32;71,43;15,03;2,8;20,94;28,75;0,02;0,17;27,89;44,68;12,17;31,73;39,27;48,58;59,73;59,35;12,95;57,76;9,16;4,89;23,53;3,52;36,66;55,95;0,24;0;97,67;139,88;53,45
1493935200;5;22;71;32;20;20;20;20;12;12;20;20;30,88;16,75;0,89;0,03;0,46;23,91;6,61;1,83;10,1;6,47;2,63;19,87;16,38;26,7;75,16;13,7;2,63;18,77;26,87;0,01;0,09;23,19;48,08;13,96;31,55;38,74;51,53;57,21;56,69;13,08;50,54;5,54;4,71;19,57;3,28;32,72;63,5;0,06;0;85,87;134,84;53,39
1493938800;5;23;72;32;20;20;20;20;12;12;20;20;25,38;14,66;0,43;0,02;0,17;15,73;4,6;0,86;9,35;5,36;3,05;15,97;13,21;25,9;64,59;13,1;3,98;16,42;24,3;0;0,09;19,01;43,78;14,9;27,4;29,75;43,63;50,1;48,59;11,06;52,06;3,12;4,44;19,75;2,84;27,44;55,06;0,09;0;75,97;110,63;49,01
1493942400;6;0;73;32;20;20;20;20;12;12;20;20;24,18;9,51;0,02;0;0,18;9,57;2,45;0,37;7,3;4,22;3,84;12,49;8,4;18,89;50,08;8,57;2,81;10,75;16,86;0;0;15,32;33,77;13,02;25,7;21,91;31,83;42,44;42,05;8,89;37,69;2,52;3,73;15,18;2,22;22,04;46,79;0,04;0;50,88;84,26;34,64
1493946000;6;1;74;32;20;20;20;20;12;12;20;20;17,09;8,06;0;0;0,18;6,42;1,59;0,24;5,48;3,16;2,27;10,97;4,61;14,78;34,72;4,36;1,68;7,83;13,08;0;0;9,26;25,99;10,25;21,19;19,66;26,9;37,5;31,09;6,64;29,94;1,79;3,44;12,08;2,49;14,67;31,16;0,02;0;35,21;72,43;27,88
1493949600;6;2;75;32;20;20;20;20;12;12;20;20;13,78;6,94;0;0;0,26;6,82;1,09;0,25;4,81;2,69;0,77;9,05;3,87;12,39;25,84;4,29;1,15;5,84;11,47;0;0;7,15;19,99;10,11;19,31;16,78;22,05;30,24;23,89;5,7;24,78;1,74;2,53;10,52;1,34;12,76;23,76;0,18;0;27,9;61,54;20,35
1493953200;6;3;76;32;20;20;20;20;12;12;20;20;11,25;6,69;0;0;0,4;5,64;0,79;0,28;4,37;2,57;1,33;6,86;4,05;9,48;20,75;4;1,03;5,24;8,46;0;0;5,69;17,71;9,42;15,72;12,66;18,9;27,24;21,94;5,96;25,24;1,41;2,33;10,79;1,39;9,59;16,89;0,19;0;25,21;52,49;17,41
1493956800;6;4;77;26;20;20;20;20;12;10;20;20;10,22;5,53;0;0;0,15;4,55;1,05;0,23;4,8;2,82;1,07;6,06;3,19;8,22;20,84;3,93;0,96;4,9;7,11;0;0;4,9;17,23;8,35;14,43;10,33;15,73;25,61;21,73;4,55;22,57;1,49;2,56;7,6;1,42;8,57;17,33;0,19;0;23,6;45,24;16,08
1493960400;6;5;78;26;20;20;20;20;12;10;20;20;10,66;6,62;0,44;0;0,15;4,8;0,9;0,29;4,55;2,22;1,34;5,77;4,01;10,47;22,86;3,95;0,94;7,22;6,98;0;0,11;5,12;16,67;8,06;14,69;11,33;15,47;28,97;21,89;5,08;24,52;3,67;2,67;8,48;2,51;7,32;16,73;0,19;0;24,2;48,41;18,04
1493964000;6;6;79;26;20;20;20;20;12;10;20;20;11,65;7,36;0,38;0;0,35;7,32;1,22;0,87;5,82;3,89;1,68;9,77;4,75;13,04;25,38;4,75;1,03;11,53;8,14;0;0,09;8,85;22,48;7,28;15,57;17,03;18,61;32,67;27,68;6,94;26,6;9,66;5,15;14,22;3,7;12,06;19,65;0,17;0;38,34;56,56;21,81
1493967600;6;7;80;26;20;20;20;20;12;10;20;20;14,5;9,19;2,57;0,02;0,78;11,82;3,13;0,82;9,16;10,03;2,62;16,12;7,4;19,33;28,04;7,57;1,48;19,46;11,04;0;0,55;16,19;28,66;10,17;21,54;28,75;24,07;37,28;40,38;7,79;37,7;19,36;11,32;20,52;6,21;19,76;36,75;0,25;0,01;63,24;71,28;29,14
1493971200;6;8;81;26;20;20;20;20;12;10;20;20;17,74;8,82;5,98;0,03;4,79;15,81;4,61;1,25;18,95;21,4;4,65;24,59;8,75;20,58;34,98;7,98;1,37;25,17;13,83;0;0,99;19,44;31,55;13,47;22,22;32,1;38,22;34,99;57,29;6,22;48,5;22,43;23,75;27,39;10,24;25,57;48,44;1,18;0,01;80,15;87,96;43,75
1493974800;6;9;82;26;20;20;20;20;12;10;20;20;13,53;8,34;3,56;0,01;8,45;25,48;5,99;1,91;23,59;24,88;4,65;31,19;8,05;20,44;37,82;6,39;1,46;22,58;14,38;0;0,79;23,45;25,3;13,77;17,52;30,79;42,72;34,74;70,15;5,72;52,05;18,05;31,25;29,79;16,14;22,61;52,44;1,48;0,26;81,04;98,44;42,8
1493978400;6;10;83;26;20;20;20;20;12;10;20;20;12,03;8,23;1,86;0,03;9,56;30,69;4,95;1,19;21,62;22,45;3,92;30,68;10;20,39;37,81;6,05;1,71;19,98;15,15;0,01;0,46;25,58;25,63;16,14;17,93;27,2;42,62;32,1;73,75;6,2;53,32;16,38;34,71;27,15;17,93;18,36;57,4;1,36;0,12;78,59;104,08;44,38
1493982000;6;11;84;26;20;20;20;20;12;10;20;20;16,52;7,75;2,53;0,03;10,35;36,01;4,44;2,14;21,45;21,41;2,91;39,95;8,79;19,89;40,94;7,45;1,71;20,76;12,92;0,01;0,48;31,63;29,1;16,88;17,62;28,66;39,7;28,49;71,58;6,93;55,57;16,4;35,51;31,34;15,46;22,2;58,03;1,01;0,19;86,31;115,78;46,97
1493985600;6;12;85;26;20;20;20;20;12;10;20;20;24,01;8,06;1,98;0,06;11,98;35,94;4,35;1,22;23,09;24,59;3,27;31,87;9,15;16,86;44,96;4,77;1,77;22,52;11,59;0,01;0,48;29,99;25,64;15,65;19,49;26,94;39,63;26,01;65,33;7,34;55,25;16,17;31,66;26,5;18,82;22,4;61,1;1,38;0,48;85;118,39;51,25
1493989200;6;13;86;26;20;20;20;20;12;10;20;20;19,94;7,15;1,8;0,07;10,51;34,57;5,98;1,1;24,35;26,92;3,81;28,64;9,69;16,56;36,2;4,34;2,07;21,68;12,86;0,01;0,4;27,71;23,98;14,85;21,13;29,46;46,09;26,27;70,08;6,06;56,51;19,12;28,42;32,73;20,63;24,47;61,34;1,59;0,17;95,43;116,81;47,98
1493992800;6;14;87;26;20;20;20;20;12;10;20;20;15,87;8,99;2,65;0,09;10,87;32,41;6,07;1,75;23,41;23,62;2,81;23,84;11,03;19,78;39,19;7,05;1,96;24,2;13,05;0,02;0,66;26,86;24,3;13,26;19,33;29,25;45,52;29,79;62,98;5,41;53,13;21,28;26,91;31,13;19,24;23,81;58,23;1,15;0,23;98,87;120,16;50,19
1493996400;6;15;88;26;20;20;20;20;12;10;20;20;16,18;8,78;3,54;0,13;7,78;28,26;6,82;2,07;19,44;17,5;3,58;16,87;10,42;19,25;45,15;6,44;1,78;27,4;15,1;0,03;0,85;31,01;27,27;12,35;16,96;34,37;50,7;32,52;62,9;6,84;55,23;22,05;21,11;29,97;14,59;28,49;60,65;1,12;0,49;109,46;120,22;57,89
1494000000;6;16;89;26;20;20;20;20;12;10;20;20;16,27;10,56;6,47;0,19;4,13;21,71;7,6;1,56;16,58;11,62;2,88;13,5;11,22;21,15;41,26;5,23;1,94;29,4;17,54;0,06;1,47;34,31;28,95;14,25;18,93;38,65;33,68;36,62;56,68;9,7;51,86;20,93;13,53;29,06;8,85;33,41;60,2;1,27;0,62;111,48;112,54;59,72
1494003600;6;17;90;26;20;20;20;20;12;10;20;20;17,91;9,55;3;0,09;1,63;20,06;5,81;1,23;13,09;5,92;3,52;12,86;13,83;25,73;42,37;6,34;2,83;24,18;18,28;0,01;0,63;29,81;29,72;13,28;19,03;37,21;29,75;41,45;53,29;8,76;52,48;15,65;7,55;23,9;6,93;31,88;55,3;1,55;0,55;99,79;112,97;53,59
1494007200;6;18;91;26;20;20;20;20;12;10;20;20;20,87;12,49;2,32;0,11;0,97;18,09;4,53;0,81;10,81;5,2;3,85;13,62;13,18;25,08;46,2;9,94;2,15;23,22;16,65;0,02;0,46;23,34;27,55;11,72;20,51;30,32;35,47;41,99;56,63;8,08;48,85;12,97;6,38;19,03;7,16;29,75;50,13;2,81;0,71;98,36;117,27;47,31
1494010800;6;19;92;26;20;20;20;20;12;10;20;20;23,51;12,46;1,96;0,07;0,52;19,34;3,66;0,52;10,14;5,15;2,97;15,14;13,35;26,34;48,59;8,32;1,67;19,09;16,48;0,01;0,37;22,92;28,11;11,89;20,97;24,16;31,86;45,5;50,62;11,52;47,72;11,94;5,98;20,01;7,6;27,7;50,07;3,28;1,14;98,23;117,32;45
1494014400;6;20;93;26;20;20;20;20;12;10;20;20;21,35;14,3;1,67;0,06;0,45;17,74;4,5;0,33;12,23;6,34;4,22;17,99;11,24;26,7;48,33;7,31;3,11;17,08;15,79;0,01;0,3;24,94;24,56;8,04;21,88;27,73;35,59;48,88;49,79;14,8;48,42;10,33;5,36;20,6;6,56;27,43;46,77;3,27;0,48;93,29;106,97;47,19
1494018000;6;21;94;26;20;20;20;20;12;10;20;20;23,9;14,69;1,61;0,05;0,27;20,37;5,95;0,39;10,98;6,57;4,26;19,87;15,81;28,22;47,96;7,81;2,57;17,69;21,32;0;0,25;26,81;30,04;8,34;23,77;32,42;35,95;51,99;56,54;14,09;48,83;8,71;4,35;21,13;4;28,67;54,7;1,66;0,02;89,59;117,16;55,03
1494021600;6;22;95;26;20;20;20;20;12;10;20;20;22,42;19,64;1,03;0,05;0,06;19,68;5,88;0,38;8,18;8,17;4,98;19,4;14,56;29,73;50,29;9,62;3,16;17,88;22,29;0,02;0,12;25,89;32,08;8,62;27,93;35,61;35,23;52,57;54,01;13,66;42,74;9,33;3,52;18,72;4,66;31,96;65,64;0,81;0,07;85,27;120;55,11
1494025200;6;23;96;26;20;20;20;20;12;10;20;20;22,98;15,32;0,58;0,04;0,05;16,26;2,68;1,17;7,8;6,37;5,3;17,12;9,02;29,4;48,65;6,97;2,43;18,49;25;0;0,08;26,04;35,27;8,08;24,95;34,83;35,9;44,11;49,46;13,27;39,96;6,6;3,4;18,63;5,06;28,82;59,74;0,34;0,07;76,34;115,74;54,7
1494028800;7;0;97;26;20;20;20;20;12;10;20;20;21,22;11,58;0,25;0;0,04;12;2,74;0,8;6,45;5,89;3,72;11,73;6,88;26,18;45,01;4,08;2,4;13,07;20,37;0;0;20,92;31,28;7,22;22,78;32,55;30,89;40,33;39,04;9,54;36,71;3,49;2,92;16,35;4,94;24,14;52,19;0,22;0,01;56,28;113,56;41,42
1494032400;7;1;98;26;20;20;20;20;12;10;20;20;11,38;10,01;0;0;0,02;11,4;2,82;0,36;3,52;3,57;2,33;7,59;4,2;21,12;34,37;3,49;2,31;10,84;15,51;0;0;14,8;23,06;5,01;15,64;29;25,21;30,88;29,95;7,66;27,27;3,03;2,34;13,71;3,34;17,22;41,16;0,06;0;42,85;100,34;33,37
1494036000;7;2;99;26;20;20;20;20;12;10;20;20;9,99;7,52;0;0;0,02;7,06;2,13;0,52;2,75;3,91;2,44;7,37;4,26;15,07;26,01;1,94;1,51;7,06;14,47;0;0;13,44;19,59;5,56;16,7;28,57;20,67;23,46;28,04;6,05;24,72;2,47;2,46;8,58;2,65;13,89;27,31;0,06;0;35,29;83,1;21,54
1494039600;7;3;100;26;20;20;20;20;12;10;20;20;10,93;7,17;0;0;0,05;5,54;1,19;0,57;3,66;3,09;3,53;8,42;3,54;14,07;22,45;1,82;1,17;6,51;10,61;0;0;10,56;15,77;5,87;16,65;22,4;17,12;22,09;26,98;5,84;23,74;2,43;2,32;7,09;1,45;12,99;18,67;0,05;0;27,16;64,76;18,59
1494043200;7;4;101;26;20;20;20;20;12;10;20;20;10,95;6,32;0,08;0;0,05;4,88;0,82;0,58;3,7;2,79;2,97;8,01;3,31;11,65;20,41;1,96;0,99;5,21;9,35;0;0;7,65;15,99;6,43;14,85;10,99;16,06;23;23,63;5,54;23,78;2,28;2,24;6,05;1,33;10,01;16,24;0,03;0;26,16;45,59;17,82
1494046800;7;5;102;26;20;20;20;20;12;10;20;20;9,69;6,41;0,16;0;0,05;3,85;0,59;0,31;4,11;2,69;2,96;8,12;3,27;10,23;19,83;1,8;0,84;5,5;9,84;0;0,03;6,4;16,52;7,18;13,48;9,65;16,89;23,26;22,14;4,82;23,86;2,26;2,29;5,65;1,56;9;15,24;0,02;0;23,32;38,95;16,76
1494050400;7;6;103;26;20;20;20;20;12;10;20;20;9,9;6,4;0,5;0,01;0,03;4,51;0,79;0,28;4,17;3,03;2,27;7,05;3,8;11,87;19,27;3,05;0,78;5,37;9,83;0;0,09;6,73;15,96;5,83;14,1;10,39;16,61;28,2;25,51;4,85;21,63;3,68;2,35;6,86;1,88;9,61;16,74;0,01;0;28,4;40,93;18,57
1494054000;7;7;104;26;20;20;20;20;12;10;20;20;11,03;7,09;0,48;0;0,21;6,79;1,42;0,46;4,92;3,06;1,86;10,51;3,83;16,02;22,72;4,69;0,38;7,75;11,15;0;0,1;10,25;17,87;7,88;14,76;12,76;20,02;30,94;28,02;5,59;22,61;3,74;2,59;8,54;1,69;9,6;20,21;0,01;0;33,38;48,43;19,11
1494057600;7;8;105;26;20;20;20;20;12;10;20;20;14,2;9,18;0,94;0,01;0,12;11,47;3,04;1,06;8,16;4,85;2,48;10,03;6,21;19,41;30,16;5,5;0,95;12,65;15,93;0;0,16;12,68;23,07;6,46;17,73;17,35;21,74;38,36;35,88;7,73;29,57;6,2;2,9;10,14;1,73;12,64;29,88;0,06;0,01;40,95;56,01;24,18
1494061200;7;9;106;26;20;20;20;20;12;10;20;20;18,68;11,44;1,5;0,01;0,24;14,02;3,92;0,74;11,05;5,3;2,38;16,66;9,87;22,18;39,86;6,21;2,61;14,82;18,61;0;0,26;15,89;27,28;7,74;19,6;24,24;34,39;44,81;46,13;8,29;32,6;6,85;3,61;16,2;2,46;16,26;37,96;0,92;0,08;62,13;73,82;30,68
1494064800;7;10;107;26;20;20;20;20;12;10;20;20;19,97;10,85;1,39;0,02;0,38;16,37;4,19;1,24;12,8;4,79;1,96;12,4;12,87;21,81;46,36;5,56;1,7;18,49;22,51;0;0,37;23,35;28,92;8,62;21,03;27,13;38,25;41,04;48,14;11,39;43,8;9,07;4,52;18,01;2,7;20,37;45,76;0,51;0,51;74,97;94,21;39,89
1494068400;7;11;108;26;20;20;20;20;12;10;20;20;20,17;12,28;1,51;0,04;0,43;18,44;3,56;1,55;14,4;7,11;2,6;12,89;12,28;21,59;58,55;5,17;1,9;20,82;22,42;0,01;0,35;27,36;32,23;13,54;23,7;33,53;38,85;47,38;43,73;11,59;45,11;8,33;6,06;21,47;2,34;22,2;50,24;1,41;0,83;84,39;102,73;49,75
1494072000;7;12;109;26;20;20;20;20;12;10;20;20;17,41;11,67;1,86;0,04;0,44;17,18;3,21;1,48;11,52;6,01;3,2;15,01;12,42;24,85;49,21;6,42;2,83;20,43;18,5;0,01;0,46;27,32;31,24;10,52;24,02;30,31;37,32;44,36;42,89;8,88;49,45;10,04;6,67;19,33;2,19;22,33;47,26;1,71;0,2;92,65;98,55;56,76
1494075600;7;13;110;26;20;20;20;20;12;10;20;20;17,95;11,28;1,91;0,08;0,66;16,21;4,3;0,54;10,81;4,32;2,56;12,09;13,62;22,97;45,78;4,81;1,89;18,42;20,25;0,01;0,45;29,97;30,48;9,69;24,19;31,88;37,23;40,61;47,3;6,41;49,63;10,61;6,23;18,51;3,52;27,73;49,72;2,1;0,46;95,45;93,57;53,7
1494079200;7;14;111;26;20;20;20;20;12;10;20;20;17,08;11,26;1,87;0,04;0,44;16,03;3,26;1,19;10,37;4,64;3,18;10,52;9,49;21,48;42,96;5,17;2,47;19,28;18,55;0,01;0,37;29,92;27,73;7,81;25,17;29,17;39,78;37,94;43,41;7,85;43,83;10,5;5,87;16,31;4,4;30,12;46,23;2,47;0,91;92,89;95,13;48,94
1494082800;7;15;112;26;20;20;20;20;12;10;20;20;13,64;13,72;1,94;0,06;0,23;15,28;4,79;0,49;13,46;3,77;3,6;12,1;11,7;20,56;41,61;4,76;2,46;18,58;14,25;0;0,37;24,35;30,88;9,92;18,16;27,06;39,76;38,88;43,65;8,65;38,94;10,84;6,13;17,01;4,82;27,96;38,36;2,65;0,61;90,91;88,71;46,99
1494086400;7;16;113;26;20;20;20;20;12;10;20;20;13,57;12,03;2,18;0,06;0,5;16,47;4,66;0,57;13,81;4,46;1,87;13,15;11,76;19,69;42,34;4,48;2,63;17,28;16,81;0;0,37;22,05;30,19;9,76;20,56;25,53;39,3;42,27;40,45;9,88;38,41;11,03;6,05;16,57;4,08;28,05;41,49;2,59;0,53;84,55;93,6;51,28
1494090000;7;17;114;26;20;20;20;20;12;10;20;20;15,94;14,48;2,17;0,07;0,34;18,99;4,91;0,48;13,52;4,39;2,84;14,01;13,16;21,1;52,53;4,63;2,65;19,68;15,27;0;0,53;22,13;30,54;9,15;22,61;26,89;36,2;40,04;43,26;10,55;47,53;11,68;7,67;15;5,08;22,67;50,16;2,63;1,1;88,19;100,35;47,03
1494093600;7;18;115;26;20;20;20;20;12;10;20;20;17,62;13,33;2,1;0,04;0,33;18,54;5,4;0,79;12,04;4,31;2,87;14,41;14,01;24,33;56,97;5,67;3,14;18,15;15,07;0,01;0,47;22,07;34,7;10,68;23,71;25,35;41,24;46,41;46,49;8,86;51,35;10,65;4,66;14,37;3,91;23,96;46,53;2,76;0,68;86,67;95,81;45,84
1494097200;7;19;116;26;20;20;20;20;12;10;20;20;18,2;15,06;1,96;0,08;0,45;22,99;5,61;0,74;11,77;5,23;4,98;18,15;16,77;26,14;56,44;4,66;2,03;15,31;15,28;0,01;0,39;19,81;38,27;9,14;26,36;28,43;41,18;45,49;44,97;10,1;48,28;10,34;3,78;13,92;3,85;24,48;50,52;1,35;0,07;85,84;93,79;51,33
1494100800;7;20;117;26;20;20;20;20;12;10;20;20;20,86;14,89;1,38;0,02;0,45;21,64;3,53;1,03;9,36;6,83;4,5;18,54;14,72;26,3;51,78;6,99;2,85;15,13;20,99;0;0,32;24,41;37,01;8,87;29,18;28,9;37,52;50,95;46,21;8,27;46,76;7,98;4,06;16,47;4,29;27,28;53,21;0,98;0,02;81,93;100,81;54,97
1494104400;7;21;118;26;20;20;20;20;12;10;20;20;20,44;20,57;1,11;0,04;0,55;21,53;4,23;0,88;11,91;7,67;4,85;20,27;13,9;25,28;49,26;7,03;3,02;17,22;21,71;0;0,21;27,1;39,6;10,67;28,72;34,58;38,59;47,99;46,64;13,53;44,21;6,44;3,68;17,69;4,17;30,45;55,64;0,32;0,07;80,21;117,39;54,37
1494108000;7;22;119;26;20;20;20;20;12;10;20;20;21,86;18,02;1,06;0,03;0,22;21,15;4,41;0,58;11,7;8,33;4,2;18,56;12,21;25,89;50,41;7,27;2,73;17,1;22,43;0,01;0,19;26,48;39,97;11,69;28,64;35,01;40,48;49,05;44,59;12,29;45,63;6,2;4,1;15,74;3,7;29,9;55,83;0,35;0;79,3;129,09;51,48
1494111600;7;23;120;26;20;20;20;20;12;10;20;20;20,53;14,76;0,7;0,03;0,08;18,14;3,94;0,67;12,8;6,82;4,79;15,19;10,26;23,37;47,41;7,46;3,31;14,05;21,34;0;0,1;23,36;37,42;12,31;28,31;32,3;40,14;49,73;38,4;10,75;49,4;5,99;4,35;15,13;3,16;26,13;55,01;0,65;0;73,73;128,66;50,75
1494115200;1;0;121;26;20;20;20;20;12;10;20;20;18,11;12,13;0,13;0;0,07;18,05;4;0,57;7,59;6,11;4,53;12,89;8,86;22,18;44,38;3,9;2,31;11,89;16,04;0;0;18,6;30,32;10,65;22,76;30,94;32,76;43;36,42;11,39;44,53;3,65;3,84;15,02;3,14;22,7;54,89;0,99;0,03;65,74;115,47;39,43
1494118800;1;1;122;26;20;20;20;20;12;10;20;20;14,91;9,82;0,17;0;0,04;14,01;2,21;0,56;6,93;3,59;3,67;9,95;7,7;18,15;30,57;3,82;2,59;9,17;12,95;0;0;10,61;23,45;9,3;19,75;25,31;21,82;36,88;30,76;8,61;34,98;3,38;3,56;12,85;2,76;19,64;36,87;1,23;0;52,17;108,55;30,21
1494122400;1;2;123;26;20;20;20;20;12;10;20;20;13,55;7,39;0;0;0,04;11,51;1,2;0,22;5,59;4,61;2,21;8,42;6,05;12,75;27,51;4,03;1,97;8,23;11,88;0;0;7,6;19,21;8,89;16,6;24,33;18,39;29,8;27,49;7,19;33,53;3,05;3,85;9,56;2,72;12,44;23,6;0,96;0;41,69;93,55;23,53
1494126000;1;3;124;26;20;20;20;20;12;10;20;20;10,64;6,12;0,04;0;0,03;6,37;0,46;0,18;5,72;3,81;2,18;6,93;4,86;10,85;25,05;3,63;2,08;8,91;10,64;0;0;7,49;17,65;8,19;16,67;21,29;17,05;26,66;27,25;6,53;28,46;2,86;3,21;9,08;2,35;12,31;15,22;0,63;0,01;35,41;72,62;19,32
1494129600;1;4;125;26;20;20;20;20;12;10;20;20;8,97;6,59;0,05;0;0,03;5,92;0,53;0,06;4,42;1,83;2,24;5,92;4,45;9,73;21,56;3,76;2;6,57;10,96;0;0;6,83;17,66;7,6;15,8;11,79;13,33;24,16;25,1;6,06;26,51;2,75;2,43;8,67;2,43;10,35;18,15;0,78;0;35,14;45,48;17,61
1494133200;1;5;126;26;20;20;20;20;12;10;20;20;8,7;6,12;0,03;0;0,03;5,39;0,48;0,32;4,21;1,59;2,58;4,98;4,09;10,34;19,58;3,73;1,89;5,65;8,66;0;0;4,54;16,61;6,48;15,37;8,68;12,66;23,23;21,01;4,69;21,41;1,95;2,37;5,47;2,58;9,13;15,66;0,39;0;26,97;38,09;15,89
1494136800;1;6;127;26;20;20;20;20;12;10;20;20;8,71;7,1;0,29;0,01;0,03;4,87;0,52;0,14;3,62;2,35;3,03;6,72;4;10,57;19,94;4,09;1,82;6,5;7,38;0;0,03;4,98;16,04;7,85;13,86;9,37;12,11;24,53;23,25;4,97;20,92;2,45;2,36;5,12;3,53;8,33;14,07;0,41;0,01;24,45;36,51;14,11
1494140400;1;7;128;26;20;20;20;20;12;10;20;20;8,6;8,54;0,35;0,01;0,11;6,14;0,92;0,14;3,47;2,13;2,31;9,26;3,21;12,04;23,33;3,83;1,95;6,93;9,27;0;0,07;6;17,34;7,35;14,94;9,51;15,52;25,88;24,73;6,5;22,36;2,25;3,06;6,21;3,02;9,96;15,71;0,56;0,01;30,33;38,69;16,25
1494144000;1;8;129;26;20;20;20;20;12;10;20;20;11,91;8,73;0,74;0;0,04;10,15;2,27;0,13;5,12;2,45;3,31;10,77;5,71;15,27;26,97;6,13;2,08;8,96;12,87;0;0,07;8,27;23,04;8,74;18,26;13,75;21,92;33,25;31,62;8,64;25,5;2,67;2,41;9,15;2,45;12,36;22,35;0,4;0,01;37,09;49,35;20,44
1494147600;1;9;130;26;20;20;20;20;12;10;20;20;14,55;12,5;0,88;0;0,06;11,64;2,8;0,26;7,21;2,8;3,68;15,04;7,98;20,11;32,6;4,82;2,47;13,81;18,39;0;0,2;9,42;26,51;9,31;19,99;17,39;30,54;43,03;41,76;10,31;30,44;4,11;2,83;11,54;3,16;13,16;27,94;0,27;0,01;54,04;62,4;29,02
1494151200;1;10;131;26;20;20;20;20;12;10;20;20;17,95;14,19;1;0,02;0,03;15,27;2,57;0,42;9,93;4,9;4,72;12,82;11,99;25,42;44,73;3,97;3,19;16,22;20,02;0,01;0,23;12,75;28,45;10,65;22,03;24,45;32,16;52,98;44,67;10,34;39,45;5,82;2,8;13,5;3,44;17,4;38,2;0,17;0;64,31;76,9;38,91
1494154800;1;11;132;26;20;20;20;20;12;10;20;20;21,92;14,52;1,13;0,03;0,05;20,09;2,26;0,71;8,94;5,07;5,06;11,76;18,85;30,75;49,4;8,66;3,73;17,51;20,92;0;0,29;14,77;33,68;11,88;24,33;29,04;38,31;52,56;55,27;10,41;49,46;7,21;3,33;17,28;3,63;22,84;43,07;0,28;0;73,06;86,72;41,59
1494158400;1;12;133;26;20;20;20;20;12;10;20;20;24,38;16,04;1,35;0,01;0,43;15,31;3,84;0,52;11,59;5,44;3,92;14,35;20,25;28,32;51,77;7,17;2,93;14,92;18,83;0;0,27;15,5;37,38;10,01;27,89;28,06;43,05;52,03;59,76;12,56;51,82;6,68;3,78;21,5;4,43;22,67;44,49;0,72;0;85,7;87,08;42,35
1494172800;1;16;134;26;20;20;20;20;12;10;20;20;19,28;10,67;1,63;0,05;0,55;18,66;2,96;0,56;10,76;3,81;3,37;15,69;10,57;33,01;47,5;6,44;1,21;21,73;21,45;0,01;0,37;15,95;34,82;8,16;23,9;28,16;36,96;46,6;52,05;13,58;46,21;10,07;3,76;15,19;5,11;27,36;43,22;0,88;0,02;80,8;100,6;44,15
1494176400;1;17;135;26;20;20;20;20;12;10;20;20;24,21;13,66;1,73;0,07;0,39;19,69;2,69;0,67;11,85;5,64;3,04;19,02;11,26;27,19;49,66;5,8;2,02;18,69;23,87;0,01;0,35;18,93;39,1;6,38;24,85;30,26;38,71;55,68;51,69;14,62;51,78;10,36;4,44;20,44;4,99;33,94;42,06;0,6;0;79,05;104,56;47,92
1494180000;1;18;136;26;20;20;20;20;12;10;20;20;28,22;13,94;1,76;0,06;0,4;19,72;2,55;1,09;12,09;5,33;2,87;19,32;12,22;34,44;52,16;10,54;2,66;21,54;21,63;0,01;0,37;20,51;43,01;8,85;25,98;36,13;46,78;61,85;49,29;15,75;49,89;10,85;3,16;21,48;4,35;36,37;46,43;0,4;0;80,97;108,69;44,62
1494183600;1;19;137;26;20;20;20;20;12;10;20;20;31,45;16,56;1,24;0,03;0,42;19,75;3,51;1,87;12;6,15;4,06;19,98;15,9;36,87;61,85;7,3;3,59;21,8;22,09;0,01;0,24;23,19;43,04;9,35;32,02;37,29;49,51;61,96;48,47;15,04;54,85;9,57;3,59;24,25;3,52;39,52;48,67;0,19;0;87,69;125,4;43,65
1494187200;1;20;138;26;20;20;20;20;12;10;20;20;30,29;17,74;1,21;0,03;0,21;20,96;5,54;2,05;10,75;8,02;2,22;18,6;13,92;38,66;62,4;5,92;3,8;19,94;24,96;0;0,24;23,95;45,03;10,61;30,81;35,79;49,27;65,17;50,04;16,76;53,71;8,81;3,65;21,76;5,36;33,96;52,35;0,23;0;80,92;119,45;49,58
1494190800;1;21;139;26;20;20;20;20;12;10;20;20;32,39;17,23;0,82;0,02;0,49;20,3;5,89;2,06;10,5;7,7;2,39;21,37;16,06;35,62;66,94;5,11;3,8;18,94;28,37;0,01;0,17;23,9;47,61;11,73;26,91;37,04;60,07;71,15;57,23;17,04;52,87;7,64;3,57;21,76;4,25;31,76;53,17;0,32;0,25;76,44;116,36;54,9
1494194400;1;22;140;26;20;20;20;20;12;10;20;20;33,51;17,59;0,66;0,02;0,08;18,79;6,22;1,07;12,64;6,24;2,58;20,53;16,26;30,6;65,2;6,59;5,2;16,66;27,04;0;0,14;18,56;48,09;12,35;31,28;32,25;51,47;73,03;53,87;15,33;49,77;7,13;3,78;23,63;2,98;27,97;57,96;0,02;0,01;74,58;109,18;53,25
